tidn,buyercod,sellercod,odat,odai,onum,onai,ldat,term,desig2,wcat,desc,coprod,nrdel,nrdelai,delyears,buyer,seller,status,tivunit,tivorder,tivdel
30827,AUS,SPA,2004,,5,,2012,LIC,A-330 MRTT,AC,Tanker/transport ac,L,5,X,2011-2012,Australia,Spain,N,98,490,490
31113,AUS,SPA,2007,,2,,2015,LIC,BPE,SH,AALS,L,2,,2014-2015,Australia,Spain,N,478.5,957,957
30574,AUS,SPA,2007,,3,,0,LIC,Hobart,SH,Destroyer,L,,,,Australia,Spain,N,499,1497,0
30704,BEL,SPA,2003,,7,,0,LIC,A400M Atlas,AC,Transport aircraft,,,,,Belgium,Spain,N,73,511,0
40097,BOL,SPA,2006,,3,,2009,N/A,C-212,AC,Transport aircraft,L,3,,2007-2009,Bolivia,Spain,S,1.52,4.56,4.56
51480,BOT,SPA,2008,,2,,2010,N/A,CN-235,AC,Transport aircraft,L,2,,2009-2010,Botswana,Spain,N,8.2,16.4,16.4
30401,BRA,SPA,2005,,12,,2009,OFFS,C-295,AC,Transport aircraft,L,12,X,2006-2009,Brazil,Spain,N,12,144,144
51324,BRA,SPA,2014,,3,,0,N/A,C-295,AC,Transport aircraft,L,,,,Brazil,Spain,N,12,36,0
56930,CAM,SPA,2012,X,2,,2014,N/A,Aresa-3200,SH,Patrol craft,L,2,,2014,Cameroon,Spain,N,4.6,9.2,9.2
54889,CAM,SPA,2012,,1,,2013,N/A,CN-235,AC,Transport aircraft,L,1,,2013,Cameroon,Spain,N,8.2,8.2,8.2
50102,CAP,SPA,2008,,1,,2009,AID,C-212,AC,Transport aircraft,L,1,,2009,Cape Verde,Spain,S,1.52,1.52,1.52
40109,CHE,SPA,2007,,1,,2010,N/A,C-295MPA,AC,MP aircraft,L,1,,2010,Chile,Spain,N,21.5,21.5,21.5
53261,CHE,SPA,2007,,2,,2011,N/A,C-295MPA,AC,ASW aircraft,L,2,,2011,Chile,Spain,N,27.5,55,55
25852,CHE,SPA,1997,,1,,2006,N/A,Scorpene,SH,Submarine,L,1,,2006,Chile,Spain,N,299.2,299.2,299.2
51165,CHE,SPA,2008,X,15,X,2008,N/A,Scorpion,AV,Light tank,L,15,,2008,Chile,Spain,S,0.332,4.98,4.98
40346,COL,SPA,2007,,4,,2009,N/A,C-295,AC,Transport aircraft,L,4,,2008-2009,Colombia,Spain,N,12,48,48
55218,COL,SPA,2012,,1,,2013,N/A,C-295,AC,Transport aircraft,L,1,,2013,Colombia,Spain,N,12,12,12
55703,COL,SPA,2013,,1,,2013,N/A,C-295,AC,Transport aircraft,L,1,,2013,Colombia,Spain,N,12,12,12
51732,COL,SPA,2009,,1,,2010,N/A,CN-235MP,AC,MP aircraft,L,1,,2010,Colombia,Spain,N,17.2,17.2,17.2
39620,COL,SPA,2005,,15,,2008,N/A,SBT 155mm,AR,Towed gun,L,15,X,2007-2008,Colombia,Spain,N,1,15,15
35384,CZR,SPA,2009,,4,,2011,OFFS,C-295,AC,Transport aircraft,L,4,X,2011,Czech Republic,Spain,N,12,48,48
57425,ECU,SPA,2012,X,3,,2014,N/A,C-295,AC,Transport aircraft,L,3,,2014,Ecuador,Spain,N,12,36,36
56820,ECU,SPA,2014,X,4,,0,N/A,Lanza-LRR,GR,Air search radar,L,,,,Ecuador,Spain,N,13,52,0
52531,EGY,SPA,2012,,3,,2013,N/A,C-295,AC,Transport aircraft,L,3,,2013,Egypt,Spain,N,12,36,36
52572,EGY,SPA,2010,,3,,2011,N/A,C-295,AC,Transport aircraft,L,3,,2011,Egypt,Spain,N,12,36,36
55710,EGY,SPA,2013,,6,,2014,N/A,C-295,AC,Transport aircraft,L,6,,2013-2014,Egypt,Spain,N,12,72,72
57621,EGY,SPA,2014,,8,,2015,N/A,C-295,AC,Transport aircraft,L,8,X,2015,Egypt,Spain,N,12,96,96
58957,EGY,SPA,2015,,4,,0,N/A,C-295,AC,Transport aircraft,L,,,,Egypt,Spain,N,12,48,0
55711,EGY,SPA,2013,,12,X,2014,N/A,PW100,EN,Turboprop/turboshaft,L,12,X,2013-2014,Egypt,Spain,N,1,12,12
59584,EQU,SPA,2015,X,2,,0,N/A,C-295,AC,Transport aircraft,L,,,,Equatorial Guinea,Spain,N,12,24,0
34651,FIN,SPA,2006,,2,,2007,N/A,C-295,AC,Transport aircraft,L,2,,2007,Finland,Spain,N,12,24,24
51926,FIN,SPA,2010,,1,,2011,N/A,C-295,AC,Transport aircraft,L,1,,2011,Finland,Spain,N,12,12,12
51916,FRA,SPA,2010,,8,,2013,N/A,CN-235,AC,Transport aircraft,L,8,,2011-2013,France,Spain,N,8.2,65.6,65.6
51224,GHA,SPA,2011,,2,,2012,N/A,C-295,AC,Transport aircraft,L,2,,2011-2012,Ghana,Spain,N,12,24,24
58119,GHA,SPA,2015,,1,,0,N/A,C-295,AC,Transport aircraft,L,,,,Ghana,Spain,N,12,12,0
54130,GUA,SPA,2013,,3,,2015,N/A,Lanza-ARSR,GR,Air search radar,,3,X,2015,Guatemala,Spain,N,11,33,33
52564,IND,SPA,2013,X,6,,0,N/A,A-330 MRTT,AC,Tanker/transport ac,L,,,,India,Spain,N,98,588,0
32115,IND,SPA,2015,X,56,,0,LIC,C-295,AC,Transport aircraft,L,,,,India,Spain,N,12,672,0
51522,INS,SPA,2009,,6,X,2014,LIC,C-212,AC,Transport aircraft,L,6,X,2013-2014,Indonesia,Spain,N,3.8,22.8,22.8
25496,INS,SPA,1996,,6,X,2007,LIC,C-212MP,AC,MP aircraft,L,6,X,2005-2007,Indonesia,Spain,N,5.05,30.3,30.3
39062,INS,SPA,2012,,9,,2015,LIC,C-295,AC,Transport aircraft,L,9,X,2012-2015,Indonesia,Spain,N,12,108,108
53255,JOR,SPA,2009,X,2,X,2014,N/A,CN-235,AC,Transport aircraft,L,2,,2014,Jordan,Spain,S,4,8,8
39044,JOR,SPA,2005,,1,X,2006,N/A,Mirage F-1E,AC,FGA aircraft,L,1,,2006,Jordan,Spain,S,8,8,8
54630,KAZ,SPA,2012,,2,,2013,N/A,C-295,AC,Transport aircraft,L,2,,2013,Kazakhstan,Spain,N,12,24,24
54632,KAZ,SPA,2013,,2,,2014,N/A,C-295,AC,Transport aircraft,L,2,,2014,Kazakhstan,Spain,N,12,24,24
35924,KEN,SPA,2003,,1,,2012,N/A,Jasiri,SH,OPV,L,1,,2012,Kenya,Spain,N,31,31,31
32134,KOS,SPA,2015,X,4,,0,N/A,A-330 MRTT,AC,Tanker/transport ac,L,,,,South Korea,Spain,N,98,392,0
31058,LUX,SPA,2003,,1,,0,N/A,A400M Atlas,AC,Transport aircraft,,,,,Luxembourg,Spain,N,73,73,0
35482,MAL,SPA,2005,,4,,0,OFFS,A400M Atlas,AC,Transport aircraft,,2,,2015,Malaysia,Spain,N,73,292,146
33337,MAL,SPA,2002,,1,,2009,N/A,Scorpene,SH,Submarine,L,1,,2009,Malaysia,Spain,N,299.2,299.2,299.2
50107,MEX,SPA,2008,,2,,2009,N/A,C-295,AC,Transport aircraft,L,2,,2009,Mexico,Spain,N,12,24,24
51549,MEX,SPA,2009,,5,,2011,N/A,C-295,AC,Transport aircraft,L,5,,2010-2011,Mexico,Spain,N,12,60,60
52439,MEX,SPA,2011,,1,,2011,N/A,C-295,AC,Transport aircraft,L,1,,2011,Mexico,Spain,N,12,12,12
52440,MEX,SPA,2010,,2,,2011,N/A,C-295,AC,Transport aircraft,L,2,,2011,Mexico,Spain,N,12,24,24
55388,MEX,SPA,2014,X,2,X,2015,N/A,C-295,AC,Transport aircraft,L,2,X,2015,Mexico,Spain,N,12,24,24
57930,MEX,SPA,2014,,2,,2015,N/A,C-295,AC,Transport aircraft,L,2,X,2015,Mexico,Spain,N,12,24,24
38242,MEX,SPA,2014,X,2,X,0,N/A,CN-235MP,AC,MP aircraft,L,,,,Mexico,Spain,N,17.2,34.4,0
38249,MEX,SPA,2013,X,2,,2015,N/A,CN-235MP,AC,MP aircraft,L,2,,2015,Mexico,Spain,N,17.2,34.4,34.4
50047,MEX,SPA,2008,,2,,2010,N/A,CN-235MP,AC,MP aircraft,L,2,,2010,Mexico,Spain,N,17.2,34.4,34.4
51629,MEX,SPA,2009,X,4,,2012,N/A,CN-235MP,AC,MP aircraft,L,4,,2011-2012,Mexico,Spain,N,17.2,68.8,68.8
54360,MOZ,SPA,2011,,1,,2013,AID,Conejera,SH,Patrol craft,L,1,,2013,Mozambique,Spain,R,2.574,2.574,2.574
50104,MRA,SPA,2010,,1,,2011,AID,C-212MP,AC,MP aircraft,L,1,,2011,Mauritania,Spain,S,3.4,3.4,3.4
59163,NAT,SPA,2015,,2,,0,N/A,Lanza-LTR,GR,Air search radar,,,,,NATO**,Spain,N,0,0,0
36752,NIC,SPA,2007,,4,,2007,AID,Rodman-101,SH,Patrol craft,L,4,,2007,Nicaragua,Spain,N,3.5,14,14
29344,NOR,SPA,2000,,5,,2011,LIC,Nansen,SH,Frigate,L,5,,2006-2011,Norway,Spain,N,426.5,2132.5,2132.5
54788,OMA,SPA,2012,,4,,2014,N/A,C-295,AC,Transport aircraft,L,4,X,2013-2014,Oman,Spain,N,12,48,48
37551,OMA,SPA,2012,,4,,0,N/A,C-295MPA,AC,MP aircraft,L,3,X,2015,Oman,Spain,N,21.5,86,64.5
57953,OMA,SPA,2014,,2,X,0,N/A,Lanza-LRR,GR,Air search radar,L,,,,Oman,Spain,N,13,26,0
58922,OMA,SPA,2014,,2,X,0,N/A,Lanza-LTR,GR,Air search radar,,,,,Oman,Spain,N,0,0,0
55540,PAK,SPA,2012,,2,,2013,N/A,ATR-72,AC,Transport aircraft,L,2,,2013,Pakistan,Spain,S,5.2,10.4,10.4
35946,PHI,SPA,2014,,3,,2015,N/A,C-295,AC,Transport aircraft,L,3,X,2015,Philippines,Spain,N,12,36,36
40196,POL,SPA,2007,,2,,2008,N/A,C-295,AC,Transport aircraft,L,2,,2008,Poland,Spain,N,12,24,24
40197,POL,SPA,2006,,2,,2007,N/A,C-295,AC,Transport aircraft,L,2,,2007,Poland,Spain,N,12,24,24
55073,POL,SPA,2012,,5,,2013,N/A,C-295,AC,Transport aircraft,L,5,,2012-2013,Poland,Spain,N,12,60,60
35383,POR,SPA,2006,,9,,2011,OFFS,C-295,AC,Transport aircraft,L,9,X,2008-2011,Portugal,Spain,N,12,108,108
34114,POR,SPA,2006,,3,,2010,OFFS,C-295MPA,AC,MP aircraft,L,3,X,2010,Portugal,Spain,N,21.5,64.5,64.5
15158,POR,SPA,2004,,1,,2008,N/A,Lanza-LRR,GR,Air search radar,L,1,,2008,Portugal,Spain,N,13,13,13
57204,QAT,SPA,2014,X,2,,0,N/A,A-330 MRTT,AC,Tanker/transport ac,L,,,,Qatar,Spain,N,98,196,0
53933,ROM,SPA,2010,,4,,2011,N/A,VAMTAC BN3,AV,APV,L,4,,2011,Romania,Spain,N,0.14,0.56,0.56
31250,RWA,SPA,2008,X,1,,2009,N/A,Lanza-ARSR,GR,Air search radar,,1,,2009,Rwanda,Spain,N,11,11,11
30338,SAU,SPA,2008,,3,,2012,N/A,A-330 MRTT,AC,Tanker/transport ac,L,3,X,2011-2012,Saudi Arabia,Spain,N,98,294,294
51049,SAU,SPA,2009,,3,,2015,N/A,A-330 MRTT,AC,Tanker/transport ac,L,3,,2014-2015,Saudi Arabia,Spain,N,98,294,294
58768,SAU,SPA,2015,,4,,0,N/A,C-295,AC,Transport aircraft,L,,,,Saudi Arabia,Spain,N,12,48,0
50105,SEN,SPA,2008,,1,,2008,AID,Bell-205/UH-1H,AC,Helicopter,L,1,,2008,Senegal,Spain,S,1.048,1.048,1.048
50103,SEN,SPA,2008,,1,,2009,AID,C-212,AC,Transport aircraft,L,1,,2009,Senegal,Spain,S,1.52,1.52,1.52
54359,SEN,SPA,2011,,1,,2011,AID,Conejera,SH,Patrol craft,L,1,,2011,Senegal,Spain,S,1.56,1.56,1.56
31425,SIN,SPA,2014,,6,,0,N/A,A-330 MRTT,AC,Tanker/transport ac,L,,,,Singapore,Spain,N,98,588,0
30573,TUR,SPA,2003,,10,,0,LIC,A400M Atlas,AC,Transport aircraft,,3,,2014-2015,Turkey,Spain,N,73,730,219
31722,TUR,SPA,2015,,1,,0,LIC,BPE,SH,AALS,L,,,,Turkey,Spain,N,478.5,478.5,0
26338,TUR,SPA,1998,,6,,2014,LIC,CN-235MP,AC,ASW aircraft,L,6,X,2013-2014,Turkey,Spain,N,27.7,166.2,166.2
55274,TUR,SPA,1998,,3,,2013,LIC,CN-235MP,AC,MP aircraft,L,3,X,2013,Turkey,Spain,N,17.2,51.6,51.6
31914,UAE,SPA,2008,,3,,2013,N/A,A-330 MRTT,AC,Tanker/transport ac,L,3,,2013,UAE,Spain,N,98,294,294
51241,UK,SPA,2014,,245,,0,LIC,Scout-SV,AV,Reconnaissance AV,,,,,United Kingdom,Spain,N,0,0,0
57936,UK,SPA,2014,,344,,0,LIC,Scout-SV,AV,APC,,,,,United Kingdom,Spain,N,0,0,0
50052,URU,SPA,2008,,1,X,2009,AID,Bell-205/UH-1H,AC,Helicopter,L,1,X,2009,Uruguay,Spain,S,1.048,1.048,1.048
56626,URU,SPA,2012,X,60,,2015,N/A,ECIA 120mm,AR,Mortar,L,60,,2015,Uruguay,Spain,S,0.02,1.2,1.2
39869,URU,SPA,2006,,2,,2010,CIV,Lanza-MRR,GR,Air search radar,,2,,2010,Uruguay,Spain,N,10,20,20
31221,USA,SPA,2004,,18,,2014,LIC,CN-235MP,AC,MP aircraft,L,18,X,2007-2014,United States,Spain,N,17.2,309.6,309.6
58810,UZB,SPA,2014,X,4,X,0,N/A,C-295,AC,Transport aircraft,L,2,,2015,Uzbekistan,Spain,N,12,48,24
35897,VEN,SPA,2005,,4,,0,LIC,BVL,SH,OPV,L,3,,2009-2011,Venezuela,Spain,N,23.5,94,70.5
31710,VEN,SPA,2005,,4,,2012,N/A,POVZEE,SH,OPV,L,4,,2011-2012,Venezuela,Spain,N,54.75,219,219
57442,VN,SPA,2014,,3,,2015,N/A,C-295,AC,Transport aircraft,L,3,,2014-2015,Viet Nam,Spain,N,12,36,36
57430,XXX,SPA,2014,,1,X,0,N/A,C-295,AC,Transport aircraft,L,,,,Unknown country,Spain,N,12,12,0
53482,YEM,SPA,2011,,1,,2013,N/A,CN-235,AC,Transport aircraft,L,1,,2013,Yemen,Spain,N,8.2,8.2,8.2
58004,LYA,SUD,2013,,3,,2013,LEAS,Mi-24P/Mi-35P,AC,Combat helicopter,L,3,,2013,Libya,Sudan,S,3.6,10.8,10.8
58256,ALG,SWE,2012,X,4,,0,N/A,CEROS-200,GR,Fire control radar,L,,,,Algeria,Sweden,N,2.5,10,0
58255,ALG,SWE,2012,X,2,,0,N/A,Giraffe AMB,GR,Air search radar,L,,,,Algeria,Sweden,N,7.5,15,0
54935,ALG,SWE,2012,X,65,X,0,N/A,RBS-15 Mk-3,MI,Anti-ship MI/SSM,L,,,,Algeria,Sweden,N,1.2,78,0
20946,AUS,SWE,1991,X,8,,2006,N/A,CEROS-200,GR,Fire control radar,L,8,,1996-2006,Australia,Sweden,N,2.5,20,20
52401,AUS,SWE,2009,X,2,,2015,N/A,Giraffe AMB,GR,Air search radar,L,2,,2014-2015,Australia,Sweden,N,7.5,15,15
52452,AUS,SWE,2010,,3,,2013,N/A,Giraffe AMB,GR,Air search radar,L,3,,2012-2013,Australia,Sweden,N,7.5,22.5,22.5
32112,AUS,SWE,2003,,150,X,2007,N/A,RBS-70 Mk-3 Bolide,MI,Portable SAM,L,150,X,2003-2007,Australia,Sweden,N,0.1,15,15
20220,AUS,SWE,1991,,8,,2006,N/A,Sea Giraffe-150,GR,Air search radar,L,8,,1996-2006,Australia,Sweden,N,5,40,40
30712,BRA,SWE,2015,,36,,0,LIC,Gripen-E,AC,FGA aircraft,L,,,,Brazil,Sweden,N,31.5,1134,0
56965,BRA,SWE,2014,,80,X,2015,N/A,RBS-70 Mk-3 Bolide,MI,Portable SAM,L,80,X,2014-2015,Brazil,Sweden,N,0.1,8,8
52294,BRU,SWE,2007,X,3,,2011,N/A,SAK-70 Mk-2 57mm,NW,Naval gun,L,3,,2011,Brunei,Sweden,N,2.5,7.5,7.5
56871,BRU,SWE,2012,X,1,X,2014,N/A,SAK-70 Mk-2 57mm,NW,Naval gun,L,1,,2014,Brunei,Sweden,N,2.5,2.5,2.5
51955,CAN,SWE,2009,,24,,0,N/A,CEROS-200,GR,Fire control radar,L,14,X,2014-2015,Canada,Sweden,N,2.5,60,35
55447,CHA,SWE,2012,,22,X,2012,N/A,MD5,EN,Diesel engine,L,22,X,2012,Chad,Sweden,N,0.02,0.44,0.44
52594,CRO,SWE,2007,,84,X,2012,N/A,DI-12,EN,Diesel engine (AV),L,84,X,2008-2012,Croatia,Sweden,N,0.06,5.04,5.04
52595,CRO,SWE,2008,,42,X,2012,N/A,DI-12,EN,Diesel engine (AV),L,42,X,2012,Croatia,Sweden,N,0.06,2.52,2.52
35831,CZR,SWE,2004,,3,,2007,N/A,ARTHUR,GR,Arty locating radar,L,3,,2006-2007,Czech Republic,Sweden,N,4,12,12
35665,CZR,SWE,2004,,90,X,2007,OFFS,RBS-70,MI,Portable SAM,L,90,X,2005-2007,Czech Republic,Sweden,N,0.08,7.2,7.2
39437,DEN,SWE,2006,X,3,,2014,N/A,CEROS-200,GR,Fire control radar,L,3,,2012-2014,Denmark,Sweden,N,2.5,7.5,7.5
35416,DEN,SWE,2005,,45,,2010,LIC,CV-9035,AV,IFV,L,45,X,2008-2010,Denmark,Sweden,N,1.8,81,81
35992,DEN,SWE,2004,,6,,2009,LIC,SF-Mk-2,SH,Patrol craft,L,6,,2007-2009,Denmark,Sweden,N,12,72,72
37482,EST,SWE,2007,,4,X,2010,N/A,Giraffe AMB,GR,Air search radar,L,4,X,2008-2010,Estonia,Sweden,N,7.5,30,30
39436,FIN,SWE,2006,X,4,,2014,N/A,9LV,GR,Fire control radar,L,4,X,2013-2014,Finland,Sweden,N,2.5,10,10
34902,FIN,SWE,2003,,4,,2006,N/A,CEROS-200,GR,Fire control radar,L,4,X,2004-2006,Finland,Sweden,N,2.5,10,10
30688,FIN,SWE,2000,,57,,2006,LIC,CV-9030,AV,IFV,L,57,X,2003-2006,Finland,Sweden,N,1.6,91.2,91.2
35346,FIN,SWE,2004,,45,,2007,LIC,CV-9030,AV,IFV,L,45,X,2006-2007,Finland,Sweden,N,1.6,72,72
38442,FIN,SWE,2003,,24,,2008,N/A,DI-12,EN,Diesel engine (AV),L,24,X,2006-2008,Finland,Sweden,N,0.06,1.44,1.44
38443,FIN,SWE,2004,,62,,2008,N/A,DI-12,EN,Diesel engine (AV),L,62,X,2006-2008,Finland,Sweden,N,0.06,3.72,3.72
57273,FIN,SWE,2006,X,4,,2014,N/A,Giraffe-75,GR,Air search radar,L,4,X,2013-2014,Finland,Sweden,N,4,16,16
33774,FIN,SWE,2002,,16,X,2007,N/A,HARD,GR,Air search radar,L,16,X,2006-2007,Finland,Sweden,N,2.5,40,40
54571,FIN,SWE,2011,,147,,2011,N/A,MT-LB,AV,APC,L,147,,2011,Finland,Sweden,S,0.088,12.936,12.936
51770,FIN,SWE,2007,,1500,X,2010,N/A,NLAW,MI,Anti-tank missile,L,1500,X,2009-2010,Finland,Sweden,N,0.01,15,15
58872,FIN,SWE,2015,,1000,X,0,N/A,NLAW,MI,Anti-tank missile,L,500,X,2015,Finland,Sweden,N,0.01,10,5
31583,FIN,SWE,2001,,40,X,2006,N/A,RBS-15 Mk-3,MI,Anti-ship MI/SSM,L,40,X,2003-2006,Finland,Sweden,N,1.2,48,48
31267,FIN,SWE,2002,,150,X,2007,N/A,RBS-70 Mk-3 Bolide,MI,Portable SAM,L,150,X,2005-2007,Finland,Sweden,N,0.1,15,15
39337,FIN,SWE,2007,,200,X,2010,N/A,RBS-70 Mk-3 Bolide,MI,Portable SAM,L,200,X,2008-2010,Finland,Sweden,N,0.1,20,20
51587,FIN,SWE,2009,X,100,X,2013,N/A,RBS-70 Mk-3 Bolide,MI,Portable SAM,L,100,X,2013,Finland,Sweden,N,0.1,10,10
37483,FIN,SWE,2000,X,4,,2006,N/A,SAK-70 Mk-2 57mm,NW,Naval gun,L,4,,2005-2006,Finland,Sweden,N,2.5,10,10
51489,FRA,SWE,2009,,53,,2013,N/A,BvS-10,AV,APC,L,53,,2011-2013,France,Sweden,N,0.23,12.19,12.19
24120,FRG,SWE,2005,,81,,2009,ASS,Bv-206S,AV,APC,L,81,X,2007-2009,Germany (FRG),Sweden,N,0.23,18.63,18.63
37031,FRG,SWE,2005,,75,,2007,ASS,Bv-206S,AV,APC,L,75,X,2005-2007,Germany (FRG),Sweden,N,0.23,17.25,17.25
30288,FRG,SWE,2005,,30,X,2015,LIC,RBS-15 Mk-3,MI,Anti-ship MI/SSM,L,30,X,2011-2015,Germany (FRG),Sweden,N,1.2,36,36
55325,FRG,SWE,2012,,15,X,0,LIC,RBS-15 Mk-3,MI,Anti-ship MI/SSM,L,10,X,2014-2015,Germany (FRG),Sweden,N,1.2,18,12
28657,GRE,SWE,1999,,4,,2008,N/A,PS-890 Erieye,GR,AEW&C system,L,4,,2008,Greece,Sweden,N,30,120,120
23323,HUN,SWE,2001,,14,,2007,OFFS,JAS-39C Gripen,AC,FGA aircraft,L,14,,2006-2007,Hungary,Sweden,N,26.3,368.2,368.2
59249,HUN,SWE,2015,,2,,0,N/A,JAS-39C Gripen,AC,FGA aircraft,L,,,,Hungary,Sweden,S,11.4,22.8,0
54693,IND,SWE,2012,X,114,,0,LIC,FH-77 155mm,AR,Towed gun,L,,,,India,Sweden,N,1,114,0
51609,ITA,SWE,2009,,5,,2013,N/A,ARTHUR,GR,Arty locating radar,L,5,X,2010-2013,Italy,Sweden,N,4,20,20
31295,ITA,SWE,2003,,112,,2008,N/A,Bv-206S,AV,APC,L,112,X,2005-2008,Italy,Sweden,N,0.23,25.76,25.76
34606,ITA,SWE,2003,,34,,2009,N/A,Bv-206S,AV,APC,L,34,X,2008-2009,Italy,Sweden,N,0.23,7.82,7.82
35787,JAP,SWE,2005,,36,,0,LIC,Stirling AIP,EN,AIP engine,L,24,,2009-2015,Japan,Sweden,N,2.5,90,60
40283,KOS,SWE,2007,,6,,2010,LIC,ARTHUR,GR,Arty locating radar,L,6,X,2009-2010,South Korea,Sweden,N,4,24,24
53156,KOS,SWE,2011,,10,X,2015,LIC,ARTHUR,GR,Arty locating radar,L,10,X,2013-2015,South Korea,Sweden,N,4,40,40
34771,KOS,SWE,2005,,18,,2015,LIC,CEROS-200,GR,Fire control radar,L,18,X,2008-2015,South Korea,Sweden,N,2.5,45,45
35925,LAT,SWE,2004,,2,X,2007,N/A,Giraffe-40,GR,Air search radar,L,2,X,2006-2007,Latvia,Sweden,S,1.3,2.6,2.6
55305,LAT,SWE,2010,X,16,X,2010,N/A,M/41D 120mm,AR,Mortar,L,16,,2010,Latvia,Sweden,S,0.02,0.32,0.32
35257,LAT,SWE,2004,,102,X,2007,N/A,RBS-70,MI,Portable SAM,L,102,,2006-2007,Latvia,Sweden,N,0.08,8.16,8.16
59304,LAT,SWE,2015,,50,X,0,N/A,RBS-70,MI,Portable SAM,L,10,X,2015,Latvia,Sweden,N,0.08,4,0.8
58767,LIT,SWE,2015,,,,0,N/A,RBS-70 Mk-3 Bolide,MI,Portable SAM,L,,,,Lithuania,Sweden,N,0.1,0,0
52974,LUX,SWE,2010,,50,X,2012,N/A,NLAW,MI,Anti-tank missile,L,50,X,2012,Luxembourg,Sweden,N,0.01,0.5,0.5
54916,MAL,SWE,2013,,6,,0,LIC,SAK-70 Mk-2 57mm,NW,Naval gun,L,,,,Malaysia,Sweden,N,2.5,15,0
34277,NET,SWE,2005,,74,,2007,N/A,BvS-10,AV,APC,L,74,X,2006-2007,Netherlands,Sweden,N,0.23,17.02,17.02
22263,NET,SWE,2004,,184,,2012,LIC,CV-9035,AV,IFV,L,184,X,2007-2012,Netherlands,Sweden,N,1.8,331.2,331.2
34773,NOR,SWE,2003,,6,,2013,N/A,CEROS-200,GR,Fire control radar,L,6,,2010-2013,Norway,Sweden,N,2.5,15,15
55808,NOR,SWE,2012,,103,,0,LIC,CV-90,AV,APC,L,13,X,2014-2015,Norway,Sweden,N,0.45,46.35,5.85
33546,NOR,SWE,2012,,7,,2015,LIC,CV-9030,AV,IFV,L,7,X,2015,Norway,Sweden,N,1.6,11.2,11.2
4933,PAK,SWE,2001,X,150,X,0,LIC,MFI-17 Supporter,AC,Trainer aircraft,L,146,X,2001-2015,Pakistan,Sweden,N,0.22,33,32.12
15921,PAK,SWE,1985,X,0,,0,LIC,RBS-70,MI,Portable SAM,L,1350,X,1988-2015,Pakistan,Sweden,N,0.08,0,108
50466,PAK,SWE,2006,,1,,2008,N/A,Saab-2000,AC,Transport aircraft,L,1,,2008,Pakistan,Sweden,R,6.6,6.6,6.6
34654,PAK,SWE,2006,,4,,2010,N/A,Saab-2000 AEW,AC,AEW&C aircraft,L,4,X,2009-2010,Pakistan,Sweden,N,80,320,320
36028,POL,SWE,2003,,645,X,2014,N/A,DI-12,EN,Diesel engine (AV),L,645,X,2004-2014,Poland,Sweden,N,0.06,38.7,38.7
55244,POL,SWE,2013,,307,X,0,N/A,DI-12,EN,Diesel engine (AV),L,45,X,2014-2015,Poland,Sweden,N,0.06,18.42,2.7
32012,POL,SWE,2001,,3,,2006,N/A,Giraffe AMB,GR,Air search radar,L,3,X,2003-2006,Poland,Sweden,N,7.5,22.5,22.5
31084,POL,SWE,2006,,8,,2007,LOAN,RBS-15M,MI,Anti-ship missile,L,8,,2007,Poland,Sweden,S,0.4,3.2,3.2
31582,POL,SWE,2006,,36,,2013,N/A,RBS-15 Mk-3,MI,Anti-ship MI/SSM,L,36,X,2011-2013,Poland,Sweden,N,1.2,43.2,43.2
52598,SA,SWE,2008,,264,X,0,N/A,DI-12,EN,Diesel engine (AV),L,,,,South Africa,Sweden,N,0.06,15.84,0
23773,SA,SWE,2000,X,17,,2012,OFFS,JAS-39C Gripen,AC,FGA aircraft,L,17,X,2010-2012,South Africa,Sweden,N,26.3,447.1,447.1
28650,SA,SWE,1999,,9,,2009,OFFS,JAS-39C Gripen,AC,FGA aircraft,L,9,,2008-2009,South Africa,Sweden,N,26.3,236.7,236.7
40282,SAU,SWE,2005,,200,X,2011,N/A,RBS-56B Bill-2,MI,Anti-tank missile,L,200,X,2010-2011,Saudi Arabia,Sweden,N,0.03,6,6
52443,SAU,SWE,2010,,2,,2014,N/A,Saab-2000 AEW,AC,AEW&C aircraft,L,2,,2014,Saudi Arabia,Sweden,N,80,160,160
55148,SIN,SWE,2010,X,6,,2013,N/A,Giraffe AMB,GR,Air search radar,L,6,X,2011-2013,Singapore,Sweden,N,7.5,45,45
55264,SIN,SWE,2009,X,50,X,2011,N/A,RBS-70 Mk-3 Bolide,MI,Portable SAM,L,50,X,2011,Singapore,Sweden,N,0.1,5,5
35997,SIN,SWE,2005,,2,,2012,N/A,Västergotland,SH,Submarine,L,2,,2011-2012,Singapore,Sweden,R,99,198,198
58990,SLK,SWE,2015,,31,X,0,N/A,DI-12,EN,Diesel engine (AV),L,,,,Slovakia,Sweden,N,0.06,1.86,0
36514,SLO,SWE,2006,,30,X,2011,N/A,DI-12,EN,Diesel engine (AV),L,30,X,2009-2011,Slovenia,Sweden,N,0.06,1.8,1.8
39601,SPA,SWE,2006,,4,,2009,N/A,ARTHUR,GR,Arty locating radar,L,4,X,2007-2009,Spain,Sweden,N,4,16,16
56181,SPA,SWE,2013,,1,X,2013,N/A,Skeldar,AC,UAV,L,1,X,2013,Spain,Sweden,N,0.2,0.2,0.2
57642,THA,SWE,2014,,,,0,N/A,ARTHUR,GR,Arty locating radar,L,,,,Thailand,Sweden,N,4,0,0
