tidn,buyercod,sellercod,odat,odai,onum,onai,ldat,term,desig2,wcat,desc,coprod,nrdel,nrdelai,delyears,buyer,seller,status,tivunit,tivorder,tivdel
54258,USA,CAN,2011,,292,,2013,LIC,Piranha-3,AV,APC,L,292,X,2012-2013,United States,Canada,N,0.29,84.68,84.68
37593,USA,CAN,1996,,748,X,0,N/A,PT6,EN,Turboprop,L,739,X,1999-2015,United States,Canada,N,0.6,448.8,443.4
59259,USA,CAN,2014,X,4,X,2015,N/A,PT6,EN,Turboprop,L,4,X,2015,United States,Canada,N,0.6,2.4,2.4
58811,UZB,CAN,2014,X,8,X,0,N/A,PW100,EN,Turboprop/turboshaft,L,4,X,2015,Uzbekistan,Canada,N,1,8,4
57836,VN,CAN,2010,,3,,2014,N/A,DHC-6,AC,MP aircraft,L,3,,2014,Viet Nam,Canada,N,4.5,13.5,13.5
51602,VN,CAN,2010,,3,,2013,N/A,DHC-6 Twin Otter,AC,Transport aircraft,L,3,X,2012-2013,Viet Nam,Canada,N,2.5,7.5,7.5
57693,VN,CAN,2014,,6,,2015,N/A,PW100,EN,Turboprop/turboshaft,L,6,,2014-2015,Viet Nam,Canada,N,1,6,6
57988,XXX,CAN,2014,,480,X,0,N/A,Cougar,AV,APC,,60,X,2014-2015,Unknown country,Canada,N,0.14,67.2,8.4
58902,XXX,CAN,2014,,2,,0,N/A,PW100,EN,Turboprop/turboshaft,L,,,,Unknown country,Canada,N,1,2,0
57860,XXX,CAN,2013,X,10,X,2014,N/A,Warrior,AV,APC,,10,X,2014,Unknown country,Canada,N,0.25,2.5,2.5
52040,ZAM,CAN,2005,X,4,,2006,N/A,PW100,EN,Turboprop/turboshaft,L,4,X,2006,Zambia,Canada,N,1,4,4
50132,ECU,CHE,2007,,2,,2008,N/A,Leander,SH,Frigate,L,2,,2008,Ecuador,Chile,S,50,100,100
56278,SAL,CHE,2013,,10,,2014,N/A,A-37B Dragonfly,AC,Ground attack ac,L,10,,2014,El Salvador,Chile,S,2,20,20
55802,ALG,CHI,2012,X,50,X,0,N/A,C-802/CSS-N-8,MI,Anti-ship missile,L,15,X,2015,Algeria,China,N,1,50,15
50689,ALG,CHI,2004,X,1,,2006,N/A,Daxin,SH,Training ship,L,1,,2006,Algeria,China,N,61,61,61
54877,ALG,CHI,2012,X,3,,0,N/A,F-22,SH,Frigate,L,1,,2015,Algeria,China,N,237,711,237
59212,ALG,CHI,2012,X,50,X,0,N/A,FM-90,MI,SAM,L,15,X,2015,Algeria,China,N,0.15,7.5,2.25
57072,ALG,CHI,2013,X,50,X,2014,N/A,PLZ-45 155mm,AR,Self-propelled gun,L,50,X,2014,Algeria,China,N,1.35,67.5,67.5
36484,ALG,CHI,2007,X,18,X,2010,N/A,WA-021/Type-88 155mm,AR,Towed gun,L,18,X,2010,Algeria,China,N,1,18,18
56771,ANG,CHI,2013,,45,X,2015,N/A,BF6,EN,Diesel engine,L,45,X,2015,Angola,China,N,0.02,0.9,0.9
50780,ARG,CHI,2008,,4,,2010,N/A,WZ-551,AV,APC,L,4,,2010,Argentina,China,N,0.3,1.2,1.2
34993,BAN,CHI,2014,X,9,X,0,N/A,BT-6/PT-6,AC,Trainer aircraft,L,,,,Bangladesh,China,N,0.19,1.71,0
53596,BAN,CHI,2011,X,30,X,2015,N/A,C-704,MI,Anti-ship missile,L,30,X,2012-2015,Bangladesh,China,N,0.6,18,18
39685,BAN,CHI,2005,X,10,X,2008,N/A,C-802/CSS-N-8,MI,Anti-ship missile,L,10,X,2008,Bangladesh,China,N,1,10,10
54459,BAN,CHI,2012,X,30,X,2014,N/A,C-802/CSS-N-8,MI,Anti-ship missile,L,30,X,2014,Bangladesh,China,N,1,30,30
58658,BAN,CHI,2012,,15,X,2015,N/A,C-802/CSS-N-8,MI,Anti-ship missile,L,15,X,2015,Bangladesh,China,N,1,15,15
39686,BAN,CHI,2004,X,1,,2007,N/A,Crotale,AD,SAM system,L,1,X,2007,Bangladesh,China,N,15,15,15
55354,BAN,CHI,2011,,5,,2013,LIC,CSOC-50m,SH,Patrol craft,L,5,X,2013,Bangladesh,China,N,10,50,50
34352,BAN,CHI,2005,X,54,X,2007,N/A,D-30 122mm,AR,Towed gun,L,54,X,2006-2007,Bangladesh,China,N,0.35,18.9,18.9
50380,BAN,CHI,2007,,1,,2007,N/A,F-7M Airguard,AC,Fighter aircraft,L,1,,2007,Bangladesh,China,N,11,11,11
34992,BAN,CHI,2006,X,16,,2006,N/A,F-7MG,AC,Fighter aircraft,L,16,,2006,Bangladesh,China,N,11,176,176
54247,BAN,CHI,2011,,16,,2013,N/A,F-7MG,AC,Fighter aircraft,L,16,,2012-2013,Bangladesh,China,N,11,176,176
54445,BAN,CHI,2010,X,2,X,2011,N/A,FM-90,AD,SAM system,L,2,X,2011,Bangladesh,China,N,16,32,32
54447,BAN,CHI,2010,X,75,X,2011,N/A,FM-90,MI,SAM,L,75,X,2011,Bangladesh,China,N,0.15,11.25,11.25
58657,BAN,CHI,2012,,50,X,2015,N/A,HHQ-10,MI,SAM,,50,X,2015,Bangladesh,China,N,0.14,7,7
57940,BAN,CHI,2013,,9,,2015,N/A,K-8 Karakorum-8,AC,Trainer/combat ac,L,9,,2014-2015,Bangladesh,China,N,3.5,31.5,31.5
34990,BAN,CHI,2011,X,2,,2013,N/A,LPC-1,SH,Corvette,L,2,,2013,Bangladesh,China,N,64,128,128
58665,BAN,CHI,2014,,2,,0,LIC,LPC-1,SH,Corvette,L,,,,Bangladesh,China,N,64,128,0
39683,BAN,CHI,2005,X,100,X,2007,N/A,PL-7,MI,SRAAM,L,100,X,2005-2007,Bangladesh,China,N,0.09,9,9
39684,BAN,CHI,2005,X,14,X,2008,N/A,PL-9,MI,SRAAM,L,14,,2006-2008,Bangladesh,China,N,0.11,1.54,1.54
39477,BAN,CHI,2004,,250,X,2007,N/A,QW-2,MI,Portable SAM,L,250,X,2007,Bangladesh,China,N,0.07,17.5,17.5
39687,BAN,CHI,2005,X,20,X,2007,N/A,R-440 Crotale,MI,SAM,L,20,X,2007,Bangladesh,China,N,0.11,2.2,2.2
34988,BAN,CHI,2013,X,2,X,0,N/A,Type-035G/Ming,SH,Submarine,L,,,,Bangladesh,China,R,0,0,0
55221,BAN,CHI,2012,,2,,2014,N/A,Type-053H2/Jianghu-3,SH,Frigate,,2,,2014,Bangladesh,China,S,40,80,80
33513,BAN,CHI,2012,,2,X,2015,N/A,Type-056,SH,Frigate,,2,,2015,Bangladesh,China,N,156,312,312
52987,BAN,CHI,2009,X,300,X,0,ASS,Type-59G,AV,Tank,L,255,X,2010-2015,Bangladesh,China,N,2.33,699,594.15
54477,BAN,CHI,2011,,3,,2012,N/A,Type-654,AV,ARV,L,3,,2012,Bangladesh,China,N,1.61,4.83,4.83
39518,BAN,CHI,2011,,44,,2013,N/A,Type-90-2/MBT-2000,AV,Tank,L,44,X,2012-2013,Bangladesh,China,N,3.81,167.64,167.64
58133,BAN,CHI,2013,X,6,X,2014,N/A,WS-22 122MM,AR,Self-propelled MRL,,6,X,2014,Bangladesh,China,N,0.75,4.5,4.5
57168,BDI,CHI,2012,X,15,X,2012,N/A,WZ-551,AV,APC,L,15,,2012,Burundi,China,N,0.3,4.5,4.5
55820,BEN,CHI,2012,X,10,X,2013,N/A,BF6,EN,Diesel engine,L,10,X,2013,Benin,China,N,0.02,0.2,0.2
51974,BEN,CHI,2008,X,2,X,2010,N/A,ZFB-05,AV,APC,L,2,X,2010,Benin,China,N,0.14,0.28,0.28
53677,BOL,CHI,2012,,6,,2014,N/A,AS365/AS565 Panther,AC,Helicopter,L,6,,2014,Bolivia,China,N,3.25,19.5,19.5
51352,BOL,CHI,2009,X,6,,2011,N/A,K-8 Karakorum-8,AC,Trainer/combat ac,L,6,,2011,Bolivia,China,N,3.5,21,21
57845,CAM,CHI,2013,X,4,,2014,N/A,AS365/AS565 Panther,AC,Helicopter,L,4,,2014,Cameroon,China,N,3.25,13,13
55580,CAM,CHI,2011,,2,,2013,N/A,MA60,AC,Transport aircraft,L,2,X,2013,Cameroon,China,N,7.5,15,15
57182,CAM,CHI,2013,,2,,2014,N/A,P-108,SH,Patrol craft,L,2,,2014,Cameroon,China,N,22.5,45,45
57416,CAM,CHI,2012,X,5,X,2013,N/A,Type-07,AV,APC,,5,X,2013,Cameroon,China,N,0.35,1.75,1.75
57415,CAM,CHI,2012,X,6,X,2013,N/A,Type-07P/VN-1,AV,IFV,,6,X,2013,Cameroon,China,N,1.3,7.8,7.8
57417,CAM,CHI,2012,X,12,X,2014,N/A,WMA-301 Assaulter,AV,AFSV,L,12,X,2014,Cameroon,China,N,1.3,15.6,15.6
58458,CHA,CHI,2006,X,6,X,2007,N/A,Type-81 122mm,AR,Self-propelled MRL,L,6,X,2007,Chad,China,N,0.45,2.7,2.7
51231,CHA,CHI,2007,X,12,X,2010,N/A,WMA-301 Assaulter,AV,AFSV,L,12,X,2010,Chad,China,N,1.3,15.6,15.6
57906,CHA,CHI,2012,X,30,X,2013,N/A,WMA-301 Assaulter,AV,AFSV,L,30,,2013,Chad,China,N,1.3,39,39
50863,CHA,CHI,2007,X,10,X,2008,N/A,WZ-523,AV,APC,L,10,X,2008,Chad,China,N,0.22,2.2,2.2
50290,CHA,CHI,2006,X,10,,2007,N/A,ZFB-05,AV,APC,L,10,,2007,Chad,China,N,0.14,1.4,1.4
53723,CMB,CHI,2011,,12,,2013,N/A,AS365/AS565 Panther,AC,Helicopter,L,12,,2013,Cambodia,China,N,3.25,39,39
51369,CMB,CHI,2008,X,50,X,2009,N/A,FN-6,MI,Portable SAM,L,50,X,2009,Cambodia,China,N,0.08,4,4
55383,CMB,CHI,2012,,2,,2012,N/A,MA60,AC,Transport aircraft,L,2,,2012,Cambodia,China,N,7.5,15,15
40157,CMB,CHI,2007,,4,X,2007,N/A,Type-062-1G/Lushun,SH,Patrol craft,L,4,X,2007,Cambodia,China,N,14,56,56
39987,CON,CHI,2005,X,5,X,2007,N/A,ZFB-05,AV,APC,L,5,X,2006-2007,Congo,China,N,0.14,0.7,0.7
52077,CON,CHI,2009,,9,,2009,N/A,ZFB-05,AV,APC,L,9,,2009,Congo,China,N,0.14,1.26,1.26
55868,DJI,CHI,2013,,1,,2014,PEAC,MA60,AC,Transport aircraft,L,1,,2014,Djibouti,China,N,7.5,7.5,7.5
58869,DJI,CHI,2014,X,5,X,2015,N/A,WMA-301 Assaulter,AV,AFSV,L,5,X,2015,Djibouti,China,N,1.3,6.5,6.5
36013,ECU,CHI,2005,,2,,2006,AID,BT-6/PT-6,AC,Trainer aircraft,L,2,,2006,Ecuador,China,N,0.19,0.38,0.38
51611,ECU,CHI,2009,,1,X,2010,LOAN,YLC-18,GR,Air search radar,L,1,,2010,Ecuador,China,S,3,3,3
56819,ECU,CHI,2009,,1,,2010,LOAN,YLC-2,GR,Air search radar,L,1,,2010,Ecuador,China,S,4.8,4.8,4.8
54826,EGY,CHI,2010,X,18,,2014,LIC,ASN-209,AC,UAV,L,18,X,2012-2014,Egypt,China,N,0.2,3.6,3.6
37058,EGY,CHI,2004,,40,,2010,ASS,K-8 Karakorum-8,AC,Trainer/combat ac,L,40,X,2007-2010,Egypt,China,N,3.5,140,140
54474,EQU,CHI,2008,X,1,,2009,N/A,Salamandra -,SH,Landing ship,L,1,,2009,Equatorial Guinea,China,N,34.4,34.4,34.4
51074,ET,CHI,2008,,2,,2010,N/A,Type-062/Shanghai,SH,Patrol craft,L,2,,2010,Timor-Leste,China,N,9,18,18
57148,ETH,CHI,2012,X,1,X,2013,N/A,HQ-64,AD,SAM system,L,1,X,2013,Ethiopia,China,N,30,30,30
57149,ETH,CHI,2012,X,75,X,2013,N/A,PL-11/FD-60,MI,BVRAAM,L,75,X,2013,Ethiopia,China,N,0.18,13.5,13.5
57151,ETH,CHI,2011,X,10,X,2013,N/A,Type-89/ZSD-89,AV,APC,,10,X,2013,Ethiopia,China,N,0.3,3,3
56091,ETH,CHI,2011,X,20,X,2014,N/A,WZ-551,AV,APC,L,20,X,2012-2014,Ethiopia,China,N,0.3,6,6
39988,GAB,CHI,2005,X,3,X,2006,N/A,WZ-523,AV,APC,L,3,X,2006,Gabon,China,N,0.22,0.66,0.66
51453,GAB,CHI,2005,X,3,X,2006,N/A,ZFB-05,AV,APC,L,3,X,2006,Gabon,China,N,0.14,0.42,0.42
53634,GHA,CHI,2014,,4,,2015,N/A,AS365/AS565 Panther,AC,Helicopter,L,4,,2015,Ghana,China,N,3.25,13,13
39071,GHA,CHI,2006,,4,,2007,N/A,K-8 Karakorum-8,AC,Trainer/combat ac,L,4,X,2007,Ghana,China,N,3.5,14,14
52861,GHA,CHI,2009,,4,,2011,N/A,Type-062-1G/Lushun,SH,Patrol craft,L,4,,2011,Ghana,China,N,14,56,56
52078,GHA,CHI,2009,X,58,X,2010,N/A,WZ-523,AV,APC,L,58,,2009-2010,Ghana,China,N,0.22,12.76,12.76
58073,GHA,CHI,2012,X,4,X,2013,N/A,WZ-523,AV,APC,L,4,X,2013,Ghana,China,N,0.22,0.88,0.88
56033,GHA,CHI,2012,X,24,X,2013,N/A,WZ-523/Type-05,AV,IFV,L,24,X,2013,Ghana,China,N,0.9,21.6,21.6
54199,INS,CHI,2013,X,24,X,0,N/A,AK-630 30mm,AD,Naval gun,L,8,X,2013-2014,Indonesia,China,N,1,24,8
51515,INS,CHI,2011,X,500,X,0,ASS,C-705,MI,Anti-ship missile,L,31,X,2014-2015,Indonesia,China,N,0.9,450,27.9
39386,INS,CHI,2005,,3,X,2008,EVAL,C-802/CSS-N-8,MI,Anti-ship missile,L,3,X,2008,Indonesia,China,N,1,3,3
51514,INS,CHI,2011,,100,X,0,LIC,C-802/CSS-N-8,MI,Anti-ship missile,L,40,X,2012-2015,Indonesia,China,N,1,100,40
50255,INS,CHI,2006,X,130,X,2007,N/A,QW-3,MI,Portable SAM,L,130,X,2006-2007,Indonesia,China,N,0.1,13,13
51287,INS,CHI,2009,,15,X,2010,N/A,QW-3,MI,Portable SAM,L,15,X,2010,Indonesia,China,N,0.1,1.5,1.5
57137,INS,CHI,2008,,200,X,2013,N/A,QW-3,MI,Portable SAM,L,200,X,2012-2013,Indonesia,China,N,0.1,20,20
57138,INS,CHI,2008,X,2,X,2013,N/A,SR-74,GR,Air search radar,L,2,X,2012-2013,Indonesia,China,N,4,8,8
50316,INS,CHI,2008,,8,X,2013,N/A,TD-2000B,AD,AD system,L,8,X,2012-2013,Indonesia,China,N,10,80,80
57139,INS,CHI,2009,,3,X,2011,N/A,TH-5711 Smart Hunter,GR,Air search radar,L,3,X,2011,Indonesia,China,N,1,3,3
54201,INS,CHI,2009,X,24,X,0,N/A,Type-360 Seagull,GR,Air search radar,L,8,X,2011-2014,Indonesia,China,N,5,120,40
35553,IRA,CHI,2003,X,50,X,2011,LIC,C-704,MI,Anti-ship missile,L,50,X,2010-2011,Iran,China,N,0.6,30,30
38405,IRA,CHI,2004,X,0,,0,LIC,C-801/CSS-N-4,MI,Anti-ship missile,L,50,X,2006-2015,Iran,China,N,0.9,0,45
